weeks,M,T,W,R,F,Sa,Su,target,bins
797,0.0036083131933422052,-0.0036083131933422052,0.0005162932564291012,0.0,-0.007252007842015296,0.0,0.0,-0.0013005593831980633,1.0
798,-0.0013005593831980633,-0.001823660760877921,0.008050961486836705,0.0005171502612064671,0.010544024894360682,0.0,0.0,0.0,2.0
799,0.0,0.006120891476988355,0.008355582287586039,0.0007561134575730932,0.004775663325550461,0.0,0.0,0.004753039592277908,3.0
800,0.004753039592277908,-0.005254624758311621,0.0035061242766030176,-0.0015011411488004,0.0030000322500702836,0.0,0.0,-0.004503430211839188,1.0
801,-0.004503430211839188,-0.014904896704059922,0.0020341171364002264,0.006329936122431157,0.0050352572135219376,0.0,0.0,0.003509640023707128,3.0
802,0.003509640023707128,-0.0017533179194160198,-0.01033146670580809,0.002782361792553978,0.00025257229773778533,0.0,0.0,0.002270133417381359,3.0
803,0.002270133417381359,0.002013637715280403,0.009509550999673877,0.0017419737876371855,0.002235177833310509,0.0,0.0,0.002725149650029124,3.0
804,0.002725149650029124,0.006903350784801532,0.003188983492780295,0.004154990762978983,0.0,0.0,0.0,-0.0024420036555516944,1.0
805,-0.0024420036555516944,-0.036856730882782074,-0.007128385527630066,0.00458837915944077,-0.0020367063911423955,0.0,0.0,-0.011018658565895123,0.0
806,-0.011018658565895123,-0.01348921102143219,-0.007602590092929518,0.002365605011960703,-0.0013135428340280697,0.0,0.0,-0.0010520621779326333,1.0
807,-0.0010520621779326333,-0.0013166558847466092,0.0005269020059692764,0.0010528929388682329,-0.0026343534312749384,0.0,0.0,0.0018447284333609204,3.0
808,0.0018447284333609204,-0.0183344956879381,-0.005917128566794716,0.0021557216299381565,0.002688173661800519,0.0,0.0,-0.012425892017665419,0.0
809,-0.012425892017665419,-0.0027218307939422814,-0.0027292593807688448,-0.00273672862769736,0.00273672862769736,0.0,0.0,0.004907365315288459,3.0
810,0.004907365315288459,0.010281443215287567,0.008309941869258708,0.00877078845115431,0.003961447208243207,0.0,0.0,-0.0007910033372224845,2.0
811,-0.0007910033372224845,-0.001055671754147447,0.0013194354313359469,0.006309153270965595,-0.0015735801707004171,0.0,0.0,-0.0031546083440927575,1.0
812,-0.0031546083440927575,0.000789624997914018,0.003938563516879157,0.0002620358920841781,0.0033999979911598643,0.0,0.0,0.0,2.0
813,0.0,-0.0005223609498097304,-0.00997642314840963,0.0005275969440097228,0.0036851686001950767,0.0,0.0,-0.01535645227944027,0.0
814,-0.01535645227944027,-0.00722986686991689,-0.010807994792379816,-0.01450297151998825,-0.04596886653494803,0.0,0.0,0.002594017905889423,3.0
815,0.002594017905889423,-0.013621372639235574,0.007847684444802105,0.007786663712405328,0.0005743308650778545,0.0,0.0,0.006011199020051983,3.0
816,0.006011199020051983,0.00909100579286548,0.002259854069088796,0.00028214417127880864,-0.009922122506316633,0.0,0.0,-0.006000892470042096,1.0
817,-0.006000892470042096,0.0005731003022191317,0.009692190954281088,-0.0008513921186681372,0.0036842552029723308,0.0,0.0,-0.0014154284033311981,1.0
818,-0.0014154284033311981,-0.0017011798973793901,-0.0014198497586761505,0.00481932045457345,-0.0014150278051205945,0.0,0.0,0.0008492229809728968,2.0
819,0.0008492229809728968,0.0022612163202300195,0.0008465867442852826,0.005064692960123907,-0.0016853262416027803,0.0,0.0,-0.00450833662847927,1.0
820,-0.00450833662847927,-0.00311131912892737,0.0016982907985179096,0.003387868881738143,0.00506050564106264,0.0,0.0,-0.0014031151216835624,1.0
821,-0.0014031151216835624,0.002804264269487433,0.0005598600417222599,0.009748023484903001,0.0016616066269810048,0.0,0.0,-0.0011074032231448427,1.0
822,-0.0011074032231448427,0.0005538964325406681,0.002488578576182121,-0.0002762215158318426,-0.0027662534928909466,0.0,0.0,-0.003885639050209555,1.0
823,-0.003885639050209555,0.003331435646373393,0.0016616066269810048,-0.0022160341478736356,-0.00695703364866862,0.0,0.0,-0.00223656231534175,1.0
824,-0.00223656231534175,-0.0014003643705748914,-0.017529377472913055,0.0011402338652120036,0.006248279239024157,0.0,0.0,0.007615272952588903,3.0
825,0.007615272952588903,0.0008426288870211351,0.0033631813929151377,0.0,0.0033519919653519636,0.0,0.0,-0.0033519919653519636,1.0
826,-0.0033519919653519636,0.005302074783783084,0.006933879072500204,0.006062327843042503,0.0013726838119723084,0.0,0.0,-0.00688233962294138,1.0
827,-0.00688233962294138,-0.005262424508903685,-0.0047321229571641865,0.001394117076109147,-0.006148655429251804,0.0,0.0,-0.008728778274746496,1.0
828,-0.008728778274746496,-0.0002828623951867115,0.0002828623951867115,-0.00481932045457345,-0.0008528444013728986,0.0,0.0,-0.0008536577629261188,2.0
829,-0.0008536577629261188,-0.0019945355122885644,-0.004574067398226411,0.0,0.002003756182030081,0.0,0.0,-0.0017172470864146305,1.0
